poverty_perc,median_household_income,education_less_than_high_school_percent,percent_high_blood_pressure,percent_coronary_heart_disease,percent_stroke,percent_high_cholesterol,percent_inactive,percent_smoking,number_of_hospitals,number_of_primary_care_physicians,percent_no_heath_insurance,urban_rural_status
7.3,0.6562521484240724,9.6,34.1,5.9,2.8,34.0,22.2,15.3,0.012987012987012988,0.11945392491467577,5.2,
22.2,0.32500421872363294,16.5,42.6,7.5,4.1,35.2,31.2,19.2,0.0,0.12286689419795221,7.5,
11.7,0.38750382810107437,7.8,42.6,8.6,3.9,39.9,22.9,14.3,0.012987012987012988,0.07508532423208192,7.4,
15.1,0.3312541796613771,12.5,36.3,7.3,3.7,34.4,25.0,18.4,0.012987012987012988,0.11604095563139932,14.8,
20.7,0.2562546484084474,18.9,42.6,8.7,5.1,35.8,23.7,22.5,0.012987012987012988,0.11604095563139932,13.3,0.0
18.1,0.3125042968481447,11.7,41.8,9.4,4.7,37.7,22.0,18.9,0.012987012987012988,0.10580204778156999,14.4,0.0
22.8,0.2625046093461916,21.2,47.4,10.1,6.3,37.7,23.3,22.7,0.012987012987012988,0.2491467576791809,12.6,0.0
21.6,0.27500453122167984,16.8,43.9,9.9,5.5,38.3,22.7,21.3,0.012987012987012988,0.1945392491467577,16.1,0.0
11.2,0.40000374997656263,8.0,41.0,9.5,4.2,41.7,20.1,15.8,0.025974025974025976,0.11262798634812288,13.5,
8.0,0.5000031249804688,9.4,32.4,5.9,2.9,33.2,21.4,16.2,0.012987012987012988,0.07508532423208192,11.2,
7.4,0.45000343747851573,12.6,35.8,7.2,3.4,35.4,18.8,18.9,0.0,0.40614334470989766,11.2,0.0
9.3,0.3937537890388185,7.9,37.5,8.5,3.7,38.5,23.3,15.9,0.012987012987012988,0.08191126279863481,13.4,0.0
15.4,0.3000043749726564,17.9,41.9,8.9,4.8,37.3,19.0,20.3,0.0,0.2286689419795222,13.3,0.0
9.6,0.46875332029174815,10.9,35.8,8.2,3.8,36.4,15.4,14.0,0.012987012987012988,0.06825938566552901,14.0,
17.3,0.281254492159424,16.1,43.4,9.7,5.1,38.4,20.5,19.0,0.012987012987012988,0.07508532423208192,11.8,0.0
21.3,0.2562546484084474,16.0,42.6,9.5,5.1,37.1,25.0,22.1,0.012987012987012988,0.13993174061433447,16.6,0.0
13.2,0.33750414059912126,11.1,35.2,7.6,3.7,33.4,21.6,17.0,0.012987012987012988,0.08191126279863481,12.9,
18.5,0.3062543359104006,8.5,32.7,6.2,3.4,29.0,27.0,19.5,0.03896103896103896,0.07849829351535836,12.5,
9.6,0.4562533984162599,9.1,34.4,6.9,3.1,35.4,19.7,17.1,0.0,0.13993174061433447,12.7,
8.8,0.4562533984162599,5.6,35.7,7.5,3.2,37.8,19.6,14.5,0.012987012987012988,0.09897610921501707,13.6,0.0
12.0,0.3500040624746095,15.1,37.5,8.0,3.9,36.7,23.8,19.6,0.025974025974025976,0.16382252559726962,14.6,
9.6,0.4062537109143068,10.2,36.0,8.3,3.7,37.2,20.6,17.5,0.012987012987012988,0.10580204778156999,13.0,
18.3,0.3125042968481447,21.3,39.7,9.1,4.9,36.0,23.6,20.2,0.012987012987012988,0.1877133105802048,21.6,0.0
11.7,0.4125036718520509,10.4,30.9,5.3,2.9,29.1,23.4,14.4,0.03896103896103896,0.061433447098976114,14.0,
24.1,0.281254492159424,17.0,45.9,9.1,5.6,37.0,22.7,21.4,0.012987012987012988,0.13651877133105803,12.1,
13.0,0.3500040624746095,11.0,33.6,6.9,3.5,33.1,22.6,16.3,0.03896103896103896,0.06484641638225257,14.2,
12.0,0.34375410153686536,13.5,37.4,7.4,3.8,35.7,28.3,18.7,0.0,0.4300341296928328,13.8,
13.2,0.3625039843500978,11.1,41.3,8.8,4.7,37.3,22.0,19.5,0.0,0.0,11.8,
15.0,0.3312541796613771,13.9,37.6,7.6,4.0,35.2,22.6,19.0,0.012987012987012988,0.10921501706484643,13.2,0.0
21.3,0.3000043749726564,23.7,39.8,8.4,4.7,34.5,21.2,22.6,0.0,0.27303754266211605,20.7,0.0
13.3,0.3500040624746095,10.4,33.9,6.5,3.4,32.6,22.4,16.1,0.025974025974025976,0.07849829351535836,13.1,
23.9,0.2562546484084474,20.9,47.7,10.2,6.2,37.9,24.1,23.7,0.012987012987012988,0.09897610921501707,15.0,0.0
14.4,0.3500040624746095,11.9,32.9,6.5,3.4,31.5,20.6,19.0,0.012987012987012988,0.15358361774744028,15.1,0.0
20.7,0.29375441403491226,15.9,44.5,9.0,5.6,35.2,22.8,21.1,0.012987012987012988,0.08532423208191126,13.6,0.0
15.0,0.33750414059912126,12.5,34.0,6.0,3.6,31.0,24.4,21.0,0.012987012987012988,0.20477815699658705,16.5,
20.0,0.28750445309716816,21.6,42.7,9.4,5.0,38.1,19.0,22.3,0.0,0.2013651877133106,16.8,0.0
11.4,0.40000374997656263,11.8,34.0,6.6,3.2,33.9,26.7,18.1,0.012987012987012988,0.15699658703071673,14.5,
18.3,0.281254492159424,17.7,45.0,10.1,5.5,39.2,21.4,21.9,0.0,0.09897610921501707,17.5,
15.4,0.3562540234123537,14.9,35.6,7.7,3.9,33.8,25.0,18.9,0.012987012987012988,0.09215017064846417,15.9,0.0
17.2,0.2562546484084474,18.9,43.3,9.3,5.3,36.3,26.5,21.4,0.012987012987012988,0.10921501706484643,14.9,0.0
20.1,0.2625046093461916,16.8,45.7,10.0,5.7,38.6,21.3,21.0,0.012987012987012988,0.11945392491467577,13.0,0.0
16.0,0.3062543359104006,18.3,38.3,8.8,4.4,36.4,18.8,19.7,0.012987012987012988,0.1877133105802048,17.3,0.0
9.3,0.4312535546652833,7.6,37.1,7.8,3.6,36.3,19.4,14.8,0.012987012987012988,0.06484641638225257,12.0,0.0
14.9,0.3125042968481447,13.6,39.4,7.9,4.3,35.4,23.4,19.1,0.012987012987012988,0.09897610921501707,12.6,
10.2,0.4125036718520509,6.8,33.4,6.5,3.1,33.9,20.9,15.0,0.012987012987012988,0.07167235494880547,12.2,
21.7,0.2625046093461916,19.0,49.7,10.7,6.4,39.5,23.1,21.0,0.0,0.6996587030716723,13.0,0.0
12.5,0.3312541796613771,7.7,26.2,4.8,2.4,27.1,23.7,17.8,0.025974025974025976,0.13651877133105803,10.6,
10.3,0.5187530077937014,7.0,28.0,5.2,2.4,29.1,17.6,11.7,0.012987012987012988,0.051194539249146756,10.5,
14.7,0.3125042968481447,11.3,44.2,10.4,4.9,40.7,19.9,18.2,0.0,0.14334470989761094,14.6,
14.0,0.3562540234123537,11.6,37.3,7.1,3.8,33.7,23.5,17.9,0.012987012987012988,0.08873720136518773,12.2,0.0
12.3,0.3750039062255861,11.2,36.6,7.6,3.6,37.3,24.4,18.5,0.012987012987012988,0.14334470989761094,13.4,
14.4,0.31875425778588884,13.4,42.9,9.8,4.8,39.6,20.4,18.1,0.0,0.2627986348122867,12.8,0.0
13.5,0.36875394528784194,11.8,39.9,8.2,4.3,36.3,20.8,19.3,0.012987012987012988,0.12286689419795221,12.7,
17.1,0.3125042968481447,11.0,33.7,6.1,3.3,31.7,25.9,16.8,0.012987012987012988,0.06484641638225257,12.0,
14.2,0.3062543359104006,17.0,36.0,8.3,3.9,36.2,22.0,20.2,0.012987012987012988,0.10580204778156999,17.4,
21.5,0.2625046093461916,17.1,41.1,8.7,4.8,36.1,22.1,22.2,0.0,0.15017064846416384,14.7,0.0
26.6,0.24375472653295915,22.4,42.5,9.3,5.6,36.4,35.3,26.2,0.012987012987012988,0.11604095563139932,18.5,0.0
13.8,0.3125042968481447,16.8,40.3,8.8,4.5,37.4,23.1,20.9,0.012987012987012988,0.1262798634812287,13.7,
14.4,0.34375410153686536,14.1,36.1,7.9,3.9,35.1,23.3,19.7,0.025974025974025976,0.11604095563139932,14.5,
21.2,0.281254492159424,19.0,39.0,8.6,4.7,35.3,25.3,20.8,0.012987012987012988,0.11604095563139932,20.2,0.0
29.7,0.21250492184423847,19.1,43.2,9.4,5.5,37.0,23.8,24.4,0.012987012987012988,0.09556313993174062,13.7,0.0
14.5,0.33750414059912126,13.5,35.9,7.9,3.7,36.2,21.9,19.1,0.012987012987012988,0.1262798634812287,14.6,0.0
12.1,0.36875394528784194,14.9,37.6,9.0,4.1,38.2,20.5,21.0,0.012987012987012988,0.17406143344709898,12.3,
20.8,0.2625046093461916,23.4,42.5,9.4,5.2,36.5,20.6,21.6,0.0,0.0,16.3,0.0
7.0,0.5687526952956544,10.4,30.9,5.8,2.8,32.7,21.9,15.6,0.012987012987012988,0.08191126279863481,11.3,
21.3,0.2625046093461916,16.9,43.7,8.7,5.1,36.5,23.0,20.9,0.012987012987012988,0.12286689419795221,14.6,0.0
7.4,0.5562527734201662,6.6,29.2,4.8,2.4,30.2,17.1,11.7,0.05194805194805195,0.07167235494880547,10.1,1.0
22.8,0.26875457028393573,16.2,48.2,10.6,6.1,38.9,20.5,21.4,0.0,0.7064846416382252,17.0,0.0
24.3,0.24375472653295915,16.0,46.9,10.7,6.1,39.1,22.2,21.1,0.012987012987012988,0.13310580204778158,14.1,0.0
14.9,0.3312541796613771,14.5,37.0,7.7,4.2,33.6,27.0,19.9,0.012987012987012988,0.10580204778156999,15.4,
21.2,0.27500453122167984,18.6,40.1,8.7,4.9,35.6,27.5,20.8,0.012987012987012988,0.11262798634812288,16.1,0.0
11.1,0.43750351560302747,10.9,36.2,6.5,3.3,34.7,24.9,17.9,0.0,0.14334470989761094,12.2,
11.9,0.45000343747851573,7.6,33.8,6.2,3.2,34.1,20.3,14.4,0.09090909090909091,0.061433447098976114,13.1,
19.7,0.281254492159424,22.2,45.3,9.1,5.0,39.3,32.5,22.3,0.012987012987012988,0.14675767918088736,14.9,0.0
18.4,0.3312541796613771,19.8,48.1,10.0,5.7,40.0,22.8,20.8,0.012987012987012988,0.1604095563139932,14.6,0.0
18.9,0.2625046093461916,16.9,44.6,8.8,5.0,38.5,28.1,20.8,0.025974025974025976,0.10238907849829351,12.8,
22.2,0.2562546484084474,21.4,48.0,9.4,5.6,39.3,29.5,25.2,0.012987012987012988,0.10921501706484643,16.7,0.0
12.1,0.3937537890388185,11.0,36.6,6.4,3.3,36.0,23.4,17.5,0.012987012987012988,0.13993174061433447,11.7,
17.1,0.29375441403491226,14.1,43.0,7.8,4.3,34.7,31.3,19.4,0.03896103896103896,0.06825938566552901,12.5,
15.1,0.3625039843500978,10.8,46.5,9.6,4.8,40.7,27.0,16.4,0.012987012987012988,0.08532423208191126,14.2,0.0
12.8,0.34375410153686536,9.4,42.1,9.2,4.2,38.4,26.1,19.1,0.05194805194805195,0.09215017064846417,18.0,
14.4,0.3750039062255861,10.8,41.2,7.9,4.1,38.4,26.7,18.5,0.012987012987012988,0.08532423208191126,12.3,
23.0,0.2500046874707033,18.2,47.9,9.1,5.7,36.9,29.2,22.6,0.0,0.22525597269624573,12.3,0.0
21.8,0.23750476559521502,20.8,48.1,9.6,6.0,38.0,30.8,22.9,0.012987012987012988,0.11604095563139932,13.5,0.0
26.0,0.24375472653295915,22.4,48.4,10.0,6.2,38.9,30.9,26.8,0.0,0.25597269624573377,14.1,0.0
20.5,0.28750445309716816,13.0,42.1,7.5,4.4,34.8,30.1,20.0,0.012987012987012988,0.10238907849829351,12.5,
25.4,0.23750476559521502,16.7,51.9,9.4,5.9,40.1,31.2,21.2,0.012987012987012988,0.20819112627986347,13.9,0.0
17.6,0.27500453122167984,17.5,44.7,10.0,5.3,36.5,27.4,19.9,0.012987012987012988,0.11262798634812288,15.1,0.0
6.3,0.5000031249804688,7.3,30.1,5.8,2.6,31.4,18.4,11.4,0.012987012987012988,0.05802047781569966,8.7,
11.7,0.32500421872363294,10.6,42.6,9.4,4.4,38.0,25.1,20.1,0.012987012987012988,0.10580204778156999,9.5,0.0
9.0,0.44375347654077163,14.4,41.8,8.3,4.3,38.1,22.3,19.6,0.0,0.4812286689419795,11.6,
11.2,0.3812538671633302,13.4,40.3,8.0,4.0,35.7,23.4,18.4,0.0,0.1877133105802048,10.2,
12.6,0.34375410153686536,12.2,39.7,8.0,4.0,35.1,23.1,18.8,0.0,0.30716723549488056,11.9,
8.3,0.4250035937275392,11.3,37.7,7.8,3.6,37.4,26.2,18.5,0.012987012987012988,0.10580204778156999,10.0,
11.2,0.3500040624746095,12.5,44.8,10.8,5.0,39.9,21.4,20.3,0.012987012987012988,0.0,10.5,0.0
6.8,0.43750351560302747,8.2,37.2,7.5,3.4,36.4,20.8,16.3,0.012987012987012988,0.07849829351535836,9.2,
6.6,0.44375347654077163,6.4,38.3,7.8,3.4,36.7,22.3,16.0,0.0,0.10238907849829351,7.3,
20.2,0.28750445309716816,23.0,45.9,8.8,5.3,35.9,24.1,21.7,0.0,0.17406143344709898,12.5,0.0
16.8,0.3062543359104006,17.5,43.7,8.5,4.7,35.4,22.9,22.2,0.0,0.18088737201365188,11.9,
8.9,0.36875394528784194,11.2,38.6,7.9,3.9,35.5,24.3,19.0,0.0,0.2696245733788396,10.3,
9.8,0.4250035937275392,12.0,37.7,6.6,3.5,33.4,23.0,18.1,0.0,0.24232081911262798,9.5,
9.9,0.38750382810107437,18.5,47.3,9.1,5.3,37.9,19.9,19.6,0.0,0.15358361774744028,14.0,
17.2,0.281254492159424,16.1,46.3,9.9,5.4,39.1,20.9,21.9,0.0,0.10238907849829351,12.4,0.0
6.6,0.5250029687314455,7.4,35.9,5.7,2.8,32.6,22.6,14.4,0.012987012987012988,0.07508532423208192,9.1,
10.4,0.3562540234123537,8.5,38.0,8.2,3.6,37.4,20.3,17.0,0.0,0.12286689419795221,6.5,
13.5,0.31875425778588884,14.2,43.7,8.2,4.3,36.5,22.4,18.1,0.0,0.11945392491467577,10.5,0.0
11.1,0.40000374997656263,15.5,41.1,7.3,3.9,35.2,23.4,18.7,0.0,0.2764505119453925,10.0,
12.3,0.3500040624746095,17.2,45.0,9.0,5.0,37.7,23.8,20.1,0.012987012987012988,0.2218430034129693,11.3,0.0
10.9,0.33750414059912126,11.0,39.1,8.6,3.9,35.9,21.4,18.7,0.0,0.10921501706484643,12.1,
6.8,0.5000031249804688,7.5,35.6,6.5,3.1,34.5,16.2,14.3,0.0,0.2218430034129693,9.1,
11.5,0.38750382810107437,11.6,42.3,8.9,4.2,38.5,27.0,18.3,0.025974025974025976,0.11945392491467577,10.3,
7.9,0.46250335935400405,10.9,36.0,7.2,3.4,34.8,22.7,16.8,0.012987012987012988,0.09556313993174062,9.4,
5.8,0.63750226561084,6.9,38.3,6.8,3.2,36.2,19.5,13.2,0.0,0.07849829351535836,6.4,
8.1,0.43750351560302747,12.1,37.1,7.0,3.3,35.6,21.3,16.9,0.0,0.20477815699658705,10.8,
21.5,0.3062543359104006,21.9,45.0,7.3,4.4,33.6,20.8,22.8,0.0,0.1296928327645051,8.6,0.0
17.8,0.26875457028393573,17.6,46.2,9.4,5.2,36.5,25.0,19.5,0.012987012987012988,0.1296928327645051,10.5,0.0
5.0,0.6125024218598635,6.1,35.3,6.2,2.8,34.6,18.2,13.7,0.012987012987012988,0.08191126279863481,6.7,
8.3,0.5000031249804688,7.5,34.9,5.5,3.0,31.3,21.6,14.1,0.012987012987012988,0.06484641638225257,8.8,
12.9,0.2625046093461916,19.8,44.9,10.1,5.3,37.4,31.1,21.9,0.012987012987012988,0.09215017064846417,11.4,0.0
7.6,0.46875332029174815,11.1,40.0,7.2,3.7,36.0,24.7,16.6,0.0,0.1262798634812287,8.2,
6.5,0.5437528515446779,4.6,36.5,7.2,3.2,36.5,16.9,11.5,0.025974025974025976,0.061433447098976114,6.9,
11.1,0.3750039062255861,9.3,42.4,8.1,4.1,37.8,21.4,16.8,0.0,0.15358361774744028,12.3,0.0
6.0,0.5687526952956544,7.5,33.4,5.7,2.8,30.8,20.0,15.2,0.0,0.1877133105802048,6.7,0.0
6.2,0.49375316404272473,5.8,36.7,6.4,3.2,33.7,22.5,17.1,0.0,0.18088737201365188,8.5,
10.3,0.3500040624746095,9.8,48.1,10.5,5.1,41.5,21.1,14.5,0.012987012987012988,0.10580204778156999,11.8,0.0
7.9,0.43750351560302747,11.6,39.9,7.9,3.8,37.4,24.2,18.6,0.0,0.35494880546075086,12.1,0.0
16.5,0.29375441403491226,18.2,45.1,9.2,5.1,36.2,22.2,21.4,0.0,0.24232081911262798,13.6,0.0
8.5,0.4312535546652833,8.1,42.4,9.2,4.1,39.5,18.8,14.2,0.0,0.13310580204778158,8.8,
15.4,0.3125042968481447,15.2,44.6,9.5,4.9,38.2,28.6,19.4,0.012987012987012988,0.10238907849829351,12.0,0.0
11.6,0.3812538671633302,12.2,45.0,9.8,4.6,40.6,22.3,15.9,0.0,0.15358361774744028,11.5,0.0
19.3,0.38750382810107437,6.2,27.9,5.2,2.5,27.3,19.0,14.6,0.025974025974025976,0.08532423208191126,8.8,
10.7,0.3812538671633302,14.7,41.9,8.7,4.1,38.4,22.0,16.2,0.0,0.06825938566552901,12.7,
4.6,0.6750020312373048,6.5,35.8,6.2,2.9,34.8,19.6,15.7,0.0,0.13310580204778158,8.6,
16.2,0.3125042968481447,14.9,46.1,9.8,5.2,37.5,23.1,17.4,0.0,0.061433447098976114,12.5,0.0
12.3,0.3812538671633302,7.9,46.6,10.5,5.0,39.5,18.9,14.2,0.0,0.07849829351535836,11.1,0.0
19.2,0.32500421872363294,17.7,43.5,8.2,4.5,34.7,25.9,21.3,0.0,0.08532423208191126,12.9,0.0
9.4,0.4562533984162599,10.3,37.6,7.4,3.6,35.9,22.7,17.4,0.0,0.11262798634812288,10.4,0.0
14.2,0.28750445309716816,17.7,43.5,9.8,4.6,38.6,21.4,19.4,0.0,0.15358361774744028,11.7,0.0
14.0,0.3062543359104006,15.9,43.7,9.2,4.8,38.2,27.7,20.9,0.0,0.447098976109215,11.4,0.0
5.3,0.6125024218598635,10.4,36.5,6.6,3.0,34.4,22.3,16.0,0.0,0.11945392491467577,9.1,
23.6,0.3000043749726564,14.6,34.5,6.7,3.8,29.4,25.4,17.5,0.012987012987012988,0.09556313993174062,9.8,0.0
8.2,0.4750032812294923,10.2,35.3,6.0,3.2,32.4,23.3,17.5,0.0,0.19795221843003413,7.6,
16.0,0.3500040624746095,19.9,42.0,8.6,4.7,34.1,27.3,21.3,0.0,0.3412969283276451,9.7,0.0
6.0,0.45000343747851573,6.7,35.9,7.0,3.2,35.6,24.5,15.3,0.0,0.061433447098976114,7.5,
10.5,0.3500040624746095,11.0,40.3,9.3,4.2,38.6,21.5,17.2,0.0,0.07849829351535836,10.1,0.0
12.5,0.3750039062255861,14.8,43.9,8.1,4.3,37.1,24.5,18.2,0.0,0.18430034129692835,8.8,0.0
6.6,0.5875025781088868,8.7,34.4,5.7,2.9,32.5,23.8,15.0,0.012987012987012988,0.09215017064846417,8.9,
11.6,0.3625039843500978,15.6,46.5,8.9,5.0,37.4,20.7,18.9,0.0,0.14334470989761094,8.8,0.0
18.9,0.3000043749726564,19.3,43.1,7.2,4.3,32.5,23.4,21.1,0.0,0.1604095563139932,10.1,
12.9,0.36875394528784194,16.2,43.0,9.3,4.7,37.2,21.5,19.2,0.0,0.23890784982935154,10.7,0.0
4.7,0.5750026562333986,4.8,32.3,5.6,2.6,32.6,20.0,12.9,0.012987012987012988,0.061433447098976114,7.0,
14.0,0.3062543359104006,20.3,38.3,8.3,4.2,35.2,19.2,21.1,0.0,0.14334470989761094,7.9,0.0
15.8,0.44375347654077163,9.1,28.5,4.9,2.6,26.5,19.4,15.0,0.012987012987012988,0.04436860068259386,10.7,
7.6,0.5000031249804688,6.8,34.0,5.5,2.9,32.3,24.2,15.0,0.012987012987012988,0.07508532423208192,7.9,
8.7,0.41875363278979505,8.2,36.5,7.0,3.4,33.7,20.2,16.7,0.0,0.05802047781569966,9.1,
14.8,0.2562546484084474,11.5,40.3,8.2,4.1,36.8,18.9,20.3,0.0,0.09556313993174062,8.0,0.0
22.1,0.2312548046574709,16.4,45.6,9.0,5.4,35.1,20.8,21.7,0.012987012987012988,0.06484641638225257,9.8,0.0
19.1,0.26875457028393573,24.9,49.9,10.1,6.6,36.1,20.4,23.9,0.012987012987012988,0.0,8.3,0.0
18.1,0.29375441403491226,16.3,46.3,8.3,5.0,35.2,24.1,19.7,0.012987012987012988,0.06484641638225257,7.4,0.0
12.2,0.45000343747851573,7.8,30.1,4.7,2.4,27.8,20.2,13.9,0.012987012987012988,0.05802047781569966,10.4,
13.4,0.33750414059912126,8.2,38.9,6.3,3.8,30.0,26.1,17.5,0.025974025974025976,0.11604095563139932,7.9,
17.4,0.2625046093461916,15.5,41.5,7.9,4.7,33.0,29.6,23.3,0.012987012987012988,0.11945392491467577,9.0,
18.5,0.40000374997656263,8.3,26.6,5.0,2.4,26.1,19.5,13.2,0.012987012987012988,0.0,6.0,0.0
15.5,0.3500040624746095,11.4,32.6,5.4,3.0,27.0,24.7,15.4,0.012987012987012988,0.061433447098976114,9.3,
21.3,0.22500484371972673,13.7,44.3,8.4,5.1,34.5,21.1,21.1,0.0,0.4641638225255973,8.4,0.0
14.5,0.3750039062255861,8.4,36.8,5.7,3.3,28.7,28.1,17.4,0.025974025974025976,0.09556313993174062,9.5,
17.6,0.31875425778588884,11.9,31.7,5.0,3.0,25.8,22.7,18.3,0.03896103896103896,0.06825938566552901,10.4,1.0
20.8,0.26875457028393573,16.7,44.9,7.7,5.4,32.4,27.4,21.7,0.012987012987012988,0.08191126279863481,10.6,
4.7,0.6187523827976076,4.0,34.2,6.4,2.8,34.7,19.8,13.3,0.0,0.06825938566552901,5.7,
15.3,0.32500421872363294,10.7,39.5,6.5,4.0,30.2,28.9,19.1,0.025974025974025976,0.09556313993174062,8.8,
24.6,0.26875457028393573,9.4,26.4,5.1,2.7,24.6,22.2,17.6,0.0,0.09556313993174062,7.5,
17.9,0.34375410153686536,13.1,35.9,5.7,3.5,29.4,22.1,17.0,0.06493506493506494,0.06484641638225257,11.8,1.0
15.9,0.3062543359104006,12.3,39.7,7.3,4.0,32.7,25.1,20.6,0.012987012987012988,0.06484641638225257,11.1,
9.0,0.43750351560302747,9.2,34.7,6.6,3.1,34.2,23.2,15.5,0.012987012987012988,0.06484641638225257,7.3,
12.3,0.31875425778588884,10.3,36.4,7.3,3.5,33.9,20.1,17.3,0.0,0.1296928327645051,9.3,
9.0,0.45000343747851573,9.7,38.1,6.0,3.4,33.8,25.4,16.1,0.012987012987012988,0.07508532423208192,7.9,
8.1,0.46250335935400405,6.0,29.8,5.3,2.7,31.0,19.5,14.3,0.025974025974025976,0.07849829351535836,8.2,1.0
11.3,0.33750414059912126,12.9,37.3,7.4,3.7,34.2,22.5,18.6,0.0,0.06825938566552901,10.1,
16.8,0.3812538671633302,6.8,27.9,5.4,2.6,26.7,19.0,12.2,0.0,0.29010238907849834,8.0,
17.8,0.2500046874707033,14.3,47.4,10.5,4.5,39.6,21.2,22.4,0.012987012987012988,0.061433447098976114,8.9,0.0
15.3,0.29375441403491226,12.6,46.9,11.0,4.6,41.8,23.7,22.3,0.0,0.1262798634812287,10.4,0.0
13.0,0.38750382810107437,12.0,36.4,7.3,3.6,32.7,29.0,19.1,0.012987012987012988,0.10921501706484643,9.0,
10.1,0.46875332029174815,7.9,33.6,6.2,3.0,31.7,23.5,14.5,0.03896103896103896,0.07167235494880547,6.8,
11.0,0.43750351560302747,11.0,40.2,9.6,4.0,40.0,27.8,14.9,0.025974025974025976,0.09215017064846417,10.4,
15.0,0.5750026562333986,8.1,27.4,3.9,2.6,26.6,18.5,12.5,0.09090909090909091,0.061433447098976114,4.0,1.0
14.7,0.3312541796613771,10.2,39.2,7.9,3.8,31.7,27.4,17.7,0.012987012987012988,0.09215017064846417,5.8,
5.2,0.6625021093618165,6.8,32.7,5.7,2.6,32.2,19.7,11.7,0.025974025974025976,0.08191126279863481,4.9,
8.9,0.5000031249804688,8.4,35.5,6.1,3.1,33.1,23.3,13.3,0.05194805194805195,0.07167235494880547,6.9,
5.3,0.7000018749882814,5.7,33.2,5.8,2.8,34.9,19.8,13.3,0.012987012987012988,0.10580204778156999,4.2,
12.4,0.3812538671633302,15.7,37.4,7.6,3.8,36.2,27.4,17.9,0.0,0.13651877133105803,8.5,0.0
5.2,0.6562521484240724,6.9,33.4,6.1,2.7,35.5,20.7,12.9,0.012987012987012988,0.10921501706484643,4.5,
8.8,0.5250029687314455,10.0,38.0,6.7,3.1,35.5,25.0,17.6,0.012987012987012988,0.11604095563139932,5.8,
7.4,0.6437522265485841,6.4,38.4,5.4,3.1,33.3,24.0,14.2,0.012987012987012988,0.1262798634812287,4.8,
14.9,0.34375410153686536,13.0,42.3,8.5,4.4,35.7,30.0,17.1,0.012987012987012988,0.11262798634812288,7.1,0.0
6.2,0.6187523827976076,7.4,31.0,5.6,2.6,34.4,20.6,11.6,0.012987012987012988,0.08873720136518773,5.5,
12.8,0.3562540234123537,9.8,39.8,8.7,3.8,37.5,23.0,17.2,0.012987012987012988,0.09897610921501707,7.5,0.0
6.2,0.6437522265485841,6.9,35.8,6.3,2.9,34.0,21.7,14.1,0.025974025974025976,0.09556313993174062,4.6,
5.5,0.775001406241211,4.5,30.7,4.8,2.3,33.0,16.2,8.7,0.012987012987012988,0.051194539249146756,4.5,
12.0,0.40000374997656263,10.7,39.6,8.4,3.9,36.1,23.9,14.0,0.012987012987012988,0.08191126279863481,8.3,0.0
6.7,0.7187517578015138,8.6,28.1,5.2,2.5,33.4,15.7,8.3,0.07792207792207792,0.05802047781569966,8.1,
9.5,0.5312529296691896,12.8,36.5,5.2,3.4,32.7,23.2,11.6,0.05194805194805195,0.09897610921501707,10.2,
6.9,0.5812526171711427,6.8,36.3,6.8,3.0,33.9,21.8,14.0,0.0,0.13651877133105803,5.7,
9.6,0.4312535546652833,8.8,37.9,8.5,3.9,37.3,20.8,11.9,0.012987012987012988,0.06825938566552901,8.0,0.0
12.3,0.3937537890388185,11.9,37.9,7.3,3.4,34.6,25.1,18.5,0.012987012987012988,0.09215017064846417,6.7,
14.2,0.36875394528784194,12.3,37.5,6.6,3.5,34.0,26.7,16.5,0.012987012987012988,0.09215017064846417,8.5,
20.0,0.31875425778588884,14.5,39.8,6.1,4.0,30.9,25.2,19.0,0.14285714285714288,0.061433447098976114,7.0,1.0
13.8,0.3812538671633302,12.2,-1.0,7.6,3.5,-1.0,-1.0,15.9,0.025974025974025976,0.07508532423208192,10.7,
6.4,0.6687520702995606,7.2,-1.0,5.5,2.5,-1.0,-1.0,10.2,0.06493506493506494,0.061433447098976114,8.4,
6.0,0.5750026562333986,6.3,-1.0,6.2,2.8,-1.0,-1.0,12.4,0.03896103896103896,0.07508532423208192,6.0,
12.4,0.45000343747851573,11.2,-1.0,6.2,3.1,-1.0,-1.0,14.9,0.05194805194805195,0.06825938566552901,8.2,
9.6,0.4750032812294923,6.6,-1.0,8.6,3.6,-1.0,-1.0,13.4,0.012987012987012988,0.09215017064846417,9.2,
13.1,0.3750039062255861,19.5,-1.0,7.5,3.8,-1.0,-1.0,18.8,0.012987012987012988,0.11262798634812288,12.1,
14.3,0.4125036718520509,13.3,-1.0,6.1,3.3,-1.0,-1.0,14.3,0.1038961038961039,0.07508532423208192,12.0,1.0
7.0,0.5437528515446779,6.5,-1.0,6.0,2.7,-1.0,-1.0,13.1,0.012987012987012988,0.09556313993174062,5.7,
4.1,0.7125017968637697,4.5,-1.0,6.2,2.6,-1.0,-1.0,9.8,0.012987012987012988,0.061433447098976114,5.2,
9.5,0.550002812482422,10.4,-1.0,5.8,2.8,-1.0,-1.0,11.8,0.05194805194805195,0.06825938566552901,9.6,
7.4,0.6000024999843752,10.1,-1.0,5.8,2.5,-1.0,-1.0,10.9,0.06493506493506494,0.06825938566552901,9.1,
5.9,0.6500021874863282,6.3,-1.0,6.2,2.7,-1.0,-1.0,10.8,0.06493506493506494,0.061433447098976114,7.1,
